date;tournament_id;prefecture;shop;format;placement;player;archetype
31 Jan 26;3901;Tōkyō;カードショップリドル京急蒲田店;City League (JP);14;ソーワ;alakazam dudunsparce
31 Jan 26;3901;Tōkyō;カードショップリドル京急蒲田店;City League (JP);15;しきはた;dipplin thwackey
31 Jan 26;3901;Tōkyō;カードショップリドル京急蒲田店;City League (JP);16;なべねろす;archaludon
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);1;たかぴー;dragapult dusknoir
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);2;キセキ;honchkrow porygon-z
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);3;ヨルギリ;mega sharpedo toxtricity
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);4;MIYA;ogerpon mega venusaur
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);5;カズヤ;dragapult dusknoir
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);6;いさっち;grimmsnarl munkidori
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);7;りんたろう;grimmsnarl froslass
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);8;ヨヨヨ;mega froslass mega starmie
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);9;まーけー;dragapult
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);10;はるかなちゃん;metagross empoleon
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);11;みなみ;dusknoir mega diancie
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);12;サイタマ;archaludon
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);13;ぽっぽ;slowking mega diancie
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);14;シャルロッ党;dragapult dusknoir
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);15;ハナビラ;archaludon
31 Jan 26;3900;Nagasaki;BOOKOFFSUPERBAZAARアクロスプラザ佐世保店;City League (JP);16;さくま;archaludon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);1;けんぴー;archaludon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);2;うに;mega venusaur ogerpon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);3;かふぇもか;metagross jellicent
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);4;じろらも;mega meganium ogerpon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);5;ポール;barbaracle okidogi
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);6;ヒグライ;noctowl ogerpon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);7;ヒナタバ;garchomp roserade
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);8;ひなた;archaludon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);9;月見。;zoroark darmanitan
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);10;おーなか;mega lucario hariyama
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);11;クロサキ;trevenant zacian-crowned
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);12;コリコリ;mega starmie mega froslass
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);13;桜坂;zoroark darmanitan
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);14;オザワ;archaludon
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);15;じぇ;dragapult dusknoir
30 Jan 26;3899;Tōkyō;トーナメントセンターバトロコ　高田馬場;City League (JP);16;はるき;dragapult noctowl
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);1;うぃんぐ;grimmsnarl froslass
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);2;あべちゃん;garchomp roserade
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);3;なめこ;archaludon
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);4;アルカ;greninja mega starmie
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);5;ゆうり;ceruledge
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);6;ぽち;mega starmie mega froslass
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);7;リュウク;noctowl flareon
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);8;Bon;mega lucario solrock
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);9;ほふみん;mega lucario hariyama
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);10;テイエム;rillaboom dipplin
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);11;ミカゲ;mega froslass bronzong
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);12;アーロン;mega lucario hariyama
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);13;まがっちゃん;dudunsparce clefable
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);14;ジン;archaludon
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);15;kai;dragapult blaziken
30 Jan 26;3898;Tōkyō;ドラゴンスター池袋店;City League (JP);16;tomo;mega lucario meowth
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);1;くま;dusknoir mega diancie
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);2;ねぎさん;mega venusaur ogerpon
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);3;エゴ;mega lucario hariyama
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);4;大盛ぺろり;mega lucario hariyama
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);5;リグス;dragapult alakazam
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);6;たっくん;archaludon
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);7;マトマト;honchkrow porygon-z
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);8;すてら;mega froslass mega starmie
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);9;みい;zoroark darmanitan
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);10;こばす;archaludon
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);11;furo;honchkrow porygon-z
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);12;おかか;garchomp roserade
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);13;チカ;grimmsnarl froslass
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);14;ダイ;garchomp roserade
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);15;くーれ;mega lucario hariyama
29 Jan 26;3897;Ōsaka;ドラゴンスター日本橋3号店;City League (JP);16;きさ;dusknoir mega diancie
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);1;ひー;mega lucario hariyama
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);2;林;mega lucario solrock
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);3;いっしー;grimmsnarl froslass
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);4;あやき;grimmsnarl froslass
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);5;yu-ki;mega froslass mega starmie
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);6;太陽;mega lucario dusknoir
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);7;めろんそーだ;alakazam dudunsparce
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);8;さむらい。;alakazam dudunsparce
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);9;はやと@;zoroark darmanitan
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);10;ゆありん;mega starmie mega froslass
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);11;junya;zoroark darmanitan
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);12;まるちねす;dragapult dusknoir
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);13;トシ;mega lucario hariyama
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);14;らりる;zoroark darmanitan
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);15;はるん;dragapult dusknoir
29 Jan 26;3896;Saitama;TSUTAYA嵐山店;City League (JP);16;へろ;dragapult dusknoir
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);1;ひなありす;jellicent dusknoir
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);2;しゅーや;ogerpon mega venusaur
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);3;さーとー;mega lucario hariyama
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);4;くま吉;grimmsnarl froslass
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);5;ねこぜ;mega meganium ogerpon
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);6;よぞら;dragapult dusknoir
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);7;レックウ;mega lucario hariyama
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);8;たいき;ceruledge
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);9;ソクポン;zoroark darmanitan
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);10;はー;dragapult crobat
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);11;はおはお;mega lucario hariyama
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);12;ベッラレイア;archaludon
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);13;マロロ;mega lucario solrock
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);14;たくあん;spidops mewtwo
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);15;キリト;mega froslass mega starmie
29 Jan 26;3895;Tōkyō;秋葉原チェルモ;City League (JP);16;ねーゆー;blaziken dragapult
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);1;おじゅに;mega starmie dusknoir
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);2;ちんたお君;okidogi barbaracle
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);3;河南. / カナン;mega lucario hariyama
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);4;せきお;mega lucario solrock
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);5;リンゼル;mega lucario hariyama
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);6;リュウ♪;dragapult latias
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);7;デラン;grimmsnarl froslass
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);8;アイアント佐々木;mega lucario hariyama
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);9;Satomaru;mega lucario solrock
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);10;fuka;zoroark
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);11;とぅー;garchomp roserade
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);12;ゆーと;mega lucario solrock
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);13;ちゃすこ;ogerpon mega venusaur
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);14;うま;archaludon
29 Jan 26;3894;Tōkyō;ドラゴンスター町田店;City League (JP);16;かよぱな;barbaracle okidogi
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);1;すのみ;mega lucario hariyama
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);2;つたー;mega lucario hariyama
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);3;とうべん;grimmsnarl dusknoir
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);4;ゆう。;dragapult noctowl
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);5;ソルティー;archaludon
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);6;あんぱんまん;thwackey dipplin
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);7;noika;mega diancie dusknoir
28 Jan 26;3893;Ōsaka;BOOKOFF SUPER BAZAAR 307号枚方池之宮店;City League (JP);8;ひで;dragapult crobat
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);1;みなも;metagross empoleon
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);2;ジャーベル;dragapult noctowl
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);3;りっつ;alakazam dudunsparce
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);4;坂道;mega froslass mega starmie
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);5;ぷちギガス;alakazam dudunsparce
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);6;てらだ;dragapult jellicent
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);7;ひできち;dragapult noctowl
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);8;ひとつめ;mega lucario hariyama
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);9;リナリア;mega lucario hariyama
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);10;IRON;ogerpon mega venusaur
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);11;ジュン;mega lucario hariyama
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);12;たかまさ;spidops mewtwo
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);13;サワダ;mega lucario hariyama
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);14;めろん;grimmsnarl munkidori
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);15;そら;barbaracle okidogi
28 Jan 26;3892;Kyōto;GIRAFULL京都店;City League (JP);16;やきそば;barbaracle okidogi
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);1;ビーストゲームGX金澤;barbaracle okidogi
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);2;りょうちゃん;honchkrow porygon-z
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);3;くもち;mega sharpedo toxtricity
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);4;どんぶり;dusknoir mega diancie
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);5;アオイ;mega starmie mega froslass
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);6;みっぱ～;mega froslass bronzong
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);7;うえさん;mega lucario hariyama
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);8;グレートヨシ;ogerpon mega venusaur
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);9;いび;dragapult
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);10;ねりね;rillaboom dipplin
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);11;ｺｰｽｹ;dragapult
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);12;すぎやん;mega lucario hariyama
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);13;大図書館;grimmsnarl dusknoir
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);14;ちゃ;grimmsnarl froslass
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);15;なう;noctowl ogerpon
27 Jan 26;3891;Ōsaka;トレカショップ竜のしっぽ　布施店;City League (JP);16;ざんぼ;alakazam dudunsparce
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);1;KAKERU;grimmsnarl froslass
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);2;Roxy;alakazam dudunsparce
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);3;black;grimmsnarl munkidori
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);4;てりたま;dragapult dusknoir
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);5;たかまち;toxtricity mega sharpedo
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);6;ぴーち;mega lucario hariyama
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);7;くろいか？;dragapult dusknoir
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);8;へくわ;grimmsnarl froslass
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);9;しょうい;mega lucario hariyama
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);10;ハル;alakazam dudunsparce
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);11;ZenOR;dragapult dusknoir
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);12;ゼラオラパパ;alakazam dudunsparce
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);13;ナスカダ;toxtricity
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);14;トネ;barbaracle mega zygarde
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);15;Momo;mega diancie dusknoir
27 Jan 26;3890;Chiba;トーナメントセンターバトロコ　柏駅前;City League (JP);16;なのぴ;slowking
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);1;きゃのん;grimmsnarl froslass
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);2;ムキムキのちーかわ;mega starmie mega froslass
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);3;ジーオー;archaludon
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);4;邪道ノンケ;ogerpon mega venusaur
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);5;まろろろち;noctowl ogerpon-wellspring
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);6;アヤト;garchomp roserade
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);7;しらたつ;zoroark darmanitan
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);8;ヌオノスケ;rillaboom dipplin
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);9;ぷろとたいぷ;garchomp roserade
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);10;しゅーまい;dragapult noctowl
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);11;イブ;mega starmie mega froslass
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);12;ヤンスキー;spidops mewtwo
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);13;キタショージ;honchkrow porygon2
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);14;イワシ;mega lucario solrock
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);15;なるる;mega lucario hariyama
26 Jan 26;3887;Tōkyō;秋葉原チェルモ;City League (JP);16;はなうた;noctowl ogerpon
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);1;タイチ;dragapult noctowl
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);2;たっつ～;mega starmie mega froslass
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);3;むらたむら;mega lucario solrock
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);4;ねんどよしりん;trevenant
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);5;ピカ;toxtricity mega absol
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);6;ひろむ;mega froslass mega starmie
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);7;ラット;crobat mega starmie
26 Jan 26;3886;Shiga;トレカショップVOW;City League (JP);8;ワン・ツー;dipplin thwackey
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);1;らむ;dragapult blaziken
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);2;masanoob;garchomp roserade
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);3;Ryu1.jp;garchomp roserade
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);4;ゲンキ;thwackey dipplin
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);5;MK;garchomp roserade
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);6;ヤナギ;noctowl ogerpon
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);7;つーすと;dragapult
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);8;kirameki;mega lucario solrock
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);9;まっつん;hydreigon dragapult
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);10;ほしぞら;garchomp roserade
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);11;ますーん;mega lucario hariyama
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);12;********************;grimmsnarl munkidori
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);13;ジョン;noctowl flareon
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);14;ナック;honchkrow porygon-z
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);15;ざな;grimmsnarl munkidori
26 Jan 26;3885;Tōkyō;ドラゴンスター秋葉原駅前店;City League (JP);16;ささき。;zoroark
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);1;コウガ;mega lucario hariyama
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);2;たけ;alakazam dudunsparce
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);3;やまさん;archaludon
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);4;はら;mega lucario hariyama
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);5;ゆのす;honchkrow porygon-z
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);6;てつ;alakazam dudunsparce
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);7;きの;dragapult dusknoir
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);8;胡桃;spidops mewtwo
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);9;カノ;zoroark darmanitan
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);10;きちまや;thwackey dipplin
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);11;kazuma;mega meganium ogerpon
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);12;倉田;archaludon
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);13;すたん;toxtricity mega absol
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);14;きのこ;greninja mega starmie
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);15;ぬかろあ;archaludon
25 Jan 26;3889;Kyōto;カードボックス　京都ファミリー;City League (JP);16;Nari1;dipplin thwackey
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);1;せらちょむ;dragapult crobat
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);2;ぼへみあん;rillaboom dipplin
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);3;ゆうくん。;okidogi barbaracle
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);4;アウフタクト;honchkrow porygon-z
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);5;サメ;mega lucario solrock
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);6;ダルーザ;noctowl ogerpon
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);7;凡骨;dragapult crobat
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);8;hide;alakazam dudunsparce
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);9;とも;aegislash metagross
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);10;ぶたちゃん;mega starmie mega froslass
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);11;Tomoya;mega starmie dusclops
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);12;ピタシン;mega lucario
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);13;ヤノ;mega lucario hariyama
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);14;しょうた;mega kangaskhan latias
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);15;インテレオン;spidops mewtwo
25 Jan 26;3888;Kagoshima;BOOKOFF鹿児島ジョイプラザ店トレカ館;City League (JP);16;さかもと;spidops mewtwo
25 Jan 26;3882;Gifu;宝島　多治見店;City League (JP);1;ハルト;grimmsnarl munkidori
