meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url
SVI-SFA;Iron Thorns Crown;Penny;SVI_183;1;1;1;1;100,0;SVI;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_R_EN_LG.png
SVI-SFA;Iron Thorns Crown;Professor's Research;PRE_122;4;4;1;1;100,0;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png
SVI-SFA;Iron Thorns Crown;Future Booster Energy Capsule;TEF_149;4;4;1;1;100,0;TEF;;149;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_149_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Dwebble;DRI_11;3;3;1;1;100,0;DRI;;11;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_011_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Crustle;DRI_12;3;3;1;1;100,0;DRI;;12;Rare;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_012_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Psyduck;ASC_39;1;1;1;1;100,0;ASC;;39;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Iron Thorns ex;TWM_77;4;4;1;1;100,0;TWM;;77;Double Rare;LBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_077_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Grass Energy;SVE_17;4;4;1;1;100,0;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Lightning Energy;SVE_20;3;3;1;1;100,0;SVE;;20;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_020_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Earthen Vessel;PRE_106;1;1;1;1;100,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Jumbo Ice Cream;PFL_91;3;3;1;1;100,0;PFL;;91;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_091_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Nest Ball;SVI_181;2;2;1;1;100,0;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Pokégear 3.0;SSH_174;3;3;1;1;100,0;SSH;;174;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_174_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Prime Catcher;PRE_119;1;1;1;1;100,0;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Super Rod;PAL_188;2;2;1;1;100,0;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Jet Energy;PAL_190;1;1;1;1;100,0;PAL;;190;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Mist Energy;TEF_161;3;3;1;1;100,0;TEF;;161;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Artazon;PAL_171;1;1;1;1;100,0;PAL;;171;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Battle Cage;PFL_85;1;1;1;1;100,0;PFL;;85;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_085_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Team Rocket's Watchtower;ASC_210;1;1;1;1;100,0;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Arven;SVI_166;4;4;1;1;100,0;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Boss's Orders;ASC_183;4;4;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Colress's Tenacity;SFA_57;2;2;1;1;100,0;SFA;;57;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Crispin;PRE_105;4;4;1;1;100,0;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Hilda;WHT_84;1;1;1;1;100,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Lillie's Determination;ASC_192;4;4;1;1;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Xerosic's Machinations;SFA_64;1;1;1;1;100,0;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Future Booster Energy Capsule;TEF_149;1;1;1;1;100,0;TEF;;149;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_149_R_EN_LG.png
SVI-PFL;Iron Thorns Crustle;Luxurious Cape;PAR_166;2;2;1;1;100,0;PAR;;166;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_166_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Feebas;SIT_39;1;1;1;140;0,7;SIT;;39;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_039_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Milotic ex;SSP_42;1;1;1;140;0,7;SSP;;42;Double Rare;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_042_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Iron Thorns ex;TWM_77;560;4;140;140;100,0;TWM;;77;Double Rare;LBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_077_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Mimikyu;PAL_97;3;1;3;140;2,1;PAL;;97;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_097_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Klefki;SVI_96;1;1;1;140;0,7;SVI;;96;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_096_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Cornerstone Mask Ogerpon ex;TWM_112;6;2;5;140;3,6;TWM;;112;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Aerodactyl V;LOR_92;1;1;1;140;0,7;LOR;;92;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_092_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Bloodmoon Ursaluna ex;TWM_141;1;1;1;140;0,7;TWM;;141;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Ditto;MEW_132;1;1;1;140;0,7;MEW;;132;Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_132_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Pidgeot V;LOR_137;1;1;1;140;0,7;LOR;;137;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_137_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Terapagos ex;SCR_128;2;2;1;140;0,7;SCR;;128;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_128_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Aerodactyl;MEW_142;1;1;1;140;0,7;MEW;;142;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_142_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Lightning Energy;SVE_20;958;8;140;140;100,0;SVE;;20;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_020_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Grass Energy;SVE_17;5;2;4;140;2,9;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Psychic Energy;SVE_21;5;2;4;140;2,9;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Darkness Energy;SVE_23;3;1;3;140;2,1;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Fighting Energy;SVE_22;4;2;3;140;2,1;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Fire Energy;SVE_18;5;2;3;140;2,1;SVE;;18;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_018_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Water Energy;SVE_19;4;2;3;140;2,1;SVE;;19;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_019_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Metal Energy;SVE_24;2;1;2;140;1,4;SVE;;24;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_024_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Pokégear 3.0;SSH_174;552;4;140;140;100,0;SSH;;174;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_174_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Crushing Hammer;SSH_159;547;4;138;140;98,6;SSH;;159;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_159_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Techno Radar;PRE_130;241;3;136;140;97,1;PRE;;130;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_130_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Earthen Vessel;PRE_106;137;2;133;140;95,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Lost Vacuum;CRZ_135;197;3;133;140;95,0;CRZ;;135;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_135_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Pokémon Catcher;SSH_175;345;4;108;140;77,1;SSH;;175;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_175_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Prime Catcher;PRE_119;102;1;102;140;72,9;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Energy Loto;ASR_140;135;4;100;140;71,4;ASR;;140;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_140_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Enhanced Hammer;TWM_148;104;3;78;140;55,7;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Canceling Cologne;ASR_136;142;3;77;140;55,0;ASR;;136;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_136_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Nest Ball;SVI_181;47;4;38;140;27,1;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Pal Pad;SSH_172;13;1;13;140;9,3;SSH;;172;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_172_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Unfair Stamp;TWM_165;8;1;8;140;5,7;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Energy Search;SSH_161;7;1;7;140;5,0;SSH;;161;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_161_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Trekking Shoes;CRZ_145;20;4;6;140;4,3;CRZ;;145;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_145_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Switch Cart;ASR_154;4;1;4;140;2,9;ASR;;154;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Counter Catcher;PAR_160;3;1;3;140;2,1;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Secret Box;TWM_163;3;1;3;140;2,1;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Dangerous Laser;SFA_58;2;1;2;140;1,4;SFA;;58;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_058_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Grabber;MEW_162;2;1;2;140;1,4;MEW;;162;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_162_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Hisuian Heavy Ball;ASR_146;2;1;2;140;1,4;ASR;;146;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_146_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Switch;MEG_130;2;1;2;140;1,4;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Antique Old Amber;MEW_154;1;1;1;140;0,7;MEW;;154;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_154_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Night Stretcher;SFA_61;1;1;1;140;0,7;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Super Rod;PAL_188;2;2;1;140;0,7;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Ultra Ball;ASC_213;1;1;1;140;0,7;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Double Turbo Energy;BRS_151;536;4;134;140;95,7;BRS;;151;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_151_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Legacy Energy;TWM_167;23;1;23;140;16,4;TWM;;167;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Mist Energy;TEF_161;8;4;3;140;2,1;TEF;;161;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Lost City;LOR_161;342;3;133;140;95,0;LOR;;161;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_161_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Town Store;OBF_196;31;3;28;140;20,0;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Team Rocket's Watchtower;ASC_210;10;3;4;140;2,9;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Calamitous Wasteland;PAL_175;2;1;2;140;1,4;PAL;;175;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_175_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Gravity Mountain;SSP_177;3;2;2;140;1,4;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Jamming Tower;TWM_153;1;1;1;140;0,7;TWM;;153;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Levincia;JTG_150;1;1;1;140;0,7;JTG;;150;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_150_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Boss's Orders;ASC_183;473;4;140;140;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Arven;SVI_166;537;4;139;140;99,3;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Judge;SVI_176;446;4;139;140;99,3;SVI;;176;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_176_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Professor's Research;PRE_122;443;4;138;140;98,6;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Penny;SVI_183;213;4;128;140;91,4;SVI;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Colress's Tenacity;SFA_57;209;3;117;140;83,6;SFA;;57;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Iono;PAL_185;98;4;82;140;58,6;PAL;;185;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Giovanni's Charisma;MEW_161;37;3;35;140;25,0;MEW;;161;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_161_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Eri;TEF_146;35;3;27;140;19,3;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Xerosic's Machinations;SFA_64;8;1;8;140;5,7;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Crispin;PRE_105;22;4;6;140;4,3;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Cyllene;ASR_138;4;1;4;140;2,9;ASR;;138;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_138_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Acerola's Mischief;ASC_180;1;1;1;140;0,7;ASC;;180;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_180_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Black Belt's Training;PRE_96;2;2;1;140;0,7;PRE;;96;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_096_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Giacomo;PAL_182;1;1;1;140;0,7;PAL;;182;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_182_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Kieran;PRE_113;1;1;1;140;0,7;PRE;;113;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_113_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Lillie's Determination;ASC_192;3;3;1;140;0,7;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Roxanne;ASR_150;2;2;1;140;0,7;ASR;;150;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_150_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Team Star Grunt;SVI_195;2;2;1;140;0,7;SVI;;195;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_195_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Team Yell's Cheer;BRS_149;1;1;1;140;0,7;BRS;;149;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_149_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Worker;SIT_167;1;1;1;140;0,7;SIT;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_167_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Future Booster Energy Capsule;TEF_149;413;4;140;140;100,0;TEF;;149;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_149_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Technical Machine: Turbo Energize;PAR_179;143;2;135;140;96,4;PAR;;179;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Technical Machine: Devolution;PAR_177;136;2;126;140;90,0;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Bravery Charm;PAL_173;13;2;8;140;5,7;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Handheld Fan;TWM_150;4;1;4;140;2,9;TWM;;150;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_150_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Technical Machine: Crisis Punch;PAF_90;3;1;3;140;2,1;PAF;;90;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_090_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Technical Machine: Evolution;PAR_178;2;1;2;140;1,4;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Forest Seal Stone;SIT_156;1;1;1;140;0,7;SIT;;156;Holo Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_156_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Heavy Baton;TEF_151;1;1;1;140;0,7;TEF;;151;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_151_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Hero's Cape;TEF_152;1;1;1;140;0,7;TEF;;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Rescue Board;PRE_126;1;1;1;140;0,7;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png
SVI-MEG;Iron Thorns Ex;Sparkling Crystal;PRE_129;1;1;1;140;0,7;PRE;;129;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_129_R_EN_LG.png
